	0	0	0.0016416141	0.2
	0	0	0.0016416141	0.2
	0	0	0.0022716671	0.2
	0	0	0.0022716671	0.2
	0	0	0.0036547431	0.2
	0	0	0.0036547431	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0.0079715378	0.2
	0	0	0.0079715378	0.2
	0	0	-0.2	0.2
	0	0	-0.2	0.2
	0	0	0.0100155493	0.2
	0	0	0.0100155493	0.2
	0	0	0.0133207147	0.3
	0	0	0.0133207147	0.3
	0	0	0.0137306785	0.3
	0	0	0.0137306785	0.3
	0	0	0.0133207147	0.3
	0	0	0.0133207147	0.3
	0	0	0.0103878647	0.3
	0	0	0.0103878647	0.3
	0	0	0.0107075658	0.3
	0	0	0.0107075658	0.3
	0	0	0.0103878647	0.3
	0	0	0.0103878647	0.3
