	0	0	0.0012775	0.2
	0	0	0.0012775	0.2
	0	0	0.0091825	0.2
	0	0	0.0091825	0.2
	0	0	-0.0001228	0.2
	0	0	-0.0001228	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0.00149975	0.2
	0	0	0.00149975	0.2
	0	0	-0.06781475	0.2
	0	0	-0.06781475	0.2
	0	0	0.00565375	0.2
	0	0	0.00565375	0.2
	0	0	0.007179162	0.3
	0	0	0.007179162	0.3
	0	0	0.0074001108	0.3
	0	0	0.0074001108	0.3
	0	0	0.007179162	0.3
	0	0	0.007179162	0.3
	0	0	0.006320217	0.3
	0	0	0.006320217	0.3
	0	0	0.0065147305	0.3
	0	0	0.0065147305	0.3
	0	0	0.006320217	0.3
	0	0	0.006320217	0.3
