	0	0	-0.0030444005	0.2
	0	0	-0.006210021	0.2
	0	0	0.0036547431	0.2
	0	0	0.0086844094	0.2
	0	0	-0.0071658024	0.2
	0	0	-0.0071658024	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	-0.0020017924	0.2
	0	0	-0.0153521081	0.2
	0	0	0.2113638119	0.2
	0	0	0.2113638119	0.2
	0	0	-0.0061081225	0.2
	0	0	-0.0061081225	0.2
	0	0	-0.0056302907	0.3
	0	0	-0.0056302907	0.3
	0	0	-0.0058035708	0.3
	0	0	-0.0058035708	0.3
	0	0	-0.034486009	0.3
	0	0	-0.034486009	0.3
	0	0	-0.0301645077	0.3
	0	0	-0.0040228204	0.3
	0	0	-0.0269462345	0.3
	0	0	-0.0269462345	0.3
	0	0	-0.0301645077	0.3
	0	0	-0.0301645077	0.3
