	0	0	-0.006210021	0.2
	0	0	-0.006210021	0.2
	0	0	-0.0086844094	0.2
	0	0	-0.0086844094	0.2
	0	0	-0.0105293886	0.2
	0	0	-0.0105293886	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	-0.0133503157	0.2
	0	0	-0.0133503157	0.2
	0	0	0.18800975	0.2
	0	0	0.18800975	0.2
	0	0	-0.0146231755	0.2
	0	0	-0.0146231755	0.2
	0	0	-0.0288557183	0.3
	0	0	-0.0288557183	0.3
	0	0	-0.0297437936	0.3
	0	0	-0.0297437936	0.3
	0	0	-0.0288557183	0.3
	0	0	-0.0288557183	0.3
	0	0	-0.0261416873	0.3
	0	0	-0.0261416873	0.3
	0	0	-0.0269462345	0.3
	0	0	-0.0269462345	0.3
	0	0	-0.0261416873	0.3
	0	0	-0.0261416873	0.3
