	0	0	0.0019664472	0.2
	0	0	0.0019664472	0.2
	0	0	0.0049799195	0.2
	0	0	0.0049799195	0.2
	0	0	0.0042333937	0.2
	0	0	0.0042333937	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0	0.2
	0	0	0.0086900264	0.2
	0	0	0.0086900264	0.2
	0	0	-0.170333	0.2
	0	0	-0.170333	0.2
	0	0	0.0108814618	0.2
	0	0	0.0108814618	0.2
	0	0	0.0143498028	0.3
	0	0	0.0143498028	0.3
	0	0	0.0147914381	0.3
	0	0	0.0147914381	0.3
	0	0	0.0143498028	0.3
	0	0	0.0143498028	0.3
	0	0	0.0114459874	0.3
	0	0	0.0114459874	0.3
	0	0	0.0117982538	0.3
	0	0	0.0117982538	0.3
	0	0	0.0114459874	0.3
	0	0	0.0114459874	0.3
